                                                                            D-MEM Bus &
Cycle:      IF      |     ID      |     EX      |     MEM     |     WB      Reg Result
16661:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16662:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16663:   96:addi    |   0:-       |   0:-       |   0:-       |  32:beq     BUS_LOAD  MEM[88] accepted 1
16664:  100:jalr    |  96:addi    |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
16665:  104:invalid | 100:jalr    |  96:addi    |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
16666:  108:invalid | 104:invalid | 100:jalr    |  96:addi    |   0:-       BUS_LOAD  MEM[104] accepted 1
16667:  112:invalid | 108:invalid | 104:-       | 100:jalr    |  96:addi    r1=1  BUS_LOAD  MEM[104] accepted 1
16668:   76:lw      |   0:-       |   0:-       |   0:-       | 100:jalr    BUS_LOAD  MEM[72] accepted 1
16669:   80:add     |  76:lw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[72] accepted 1
16670:   84:-       |  80:add     |  76:lw      |   0:-       |   0:-       BUS_LOAD  MEM[80] accepted 1
16671:   84:-       |  80:add     |   0:-       |  76:lw      |   0:-       BUS_LOAD  MEM[3816] accepted 1
16672:   84:lw      |  84:-       |  80:add     |   0:-       |  76:lw      r2=1  BUS_LOAD  MEM[80] accepted 1
16673:   88:addi    |  84:lw      |  84:-       |  80:add     |   0:-       BUS_LOAD  MEM[80] accepted 1
16674:   92:jalr    |  88:addi    |  84:lw      |  84:-       |  80:add     r1=2  BUS_LOAD  MEM[88] accepted 1
16675:   96:-       |  92:jalr    |  88:addi    |  84:lw      |  84:-       BUS_LOAD  MEM[3832] accepted 1
16676:   96:addi    |  96:-       |  92:jalr    |  88:addi    |  84:lw      r27=72  BUS_LOAD  MEM[88] accepted 1
16677:  100:jalr    |  96:addi    |  96:-       |  92:jalr    |  88:addi    r31=3840  BUS_LOAD  MEM[96] accepted 1
16678:   76:lw      |   0:-       |   0:-       |   0:-       |  92:jalr    BUS_LOAD  MEM[72] accepted 1
16679:   80:add     |  76:lw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[72] accepted 1
16680:   84:-       |  80:add     |  76:lw      |   0:-       |   0:-       BUS_LOAD  MEM[80] accepted 1
16681:   84:-       |  80:add     |   0:-       |  76:lw      |   0:-       BUS_LOAD  MEM[3848] accepted 1
16682:   84:lw      |  84:-       |  80:add     |   0:-       |  76:lw      r2=3  BUS_LOAD  MEM[80] accepted 1
16683:   88:addi    |  84:lw      |  84:-       |  80:add     |   0:-       BUS_LOAD  MEM[80] accepted 1
16684:   92:jalr    |  88:addi    |  84:lw      |  84:-       |  80:add     r1=5  BUS_LOAD  MEM[88] accepted 1
16685:   96:-       |  92:jalr    |  88:addi    |  84:lw      |  84:-       BUS_LOAD  MEM[3864] accepted 1
16686:   96:addi    |  96:-       |  92:jalr    |  88:addi    |  84:lw      r27=72  BUS_LOAD  MEM[88] accepted 1
16687:  100:jalr    |  96:addi    |  96:-       |  92:jalr    |  88:addi    r31=3872  BUS_LOAD  MEM[96] accepted 1
16688:   76:lw      |   0:-       |   0:-       |   0:-       |  92:jalr    BUS_LOAD  MEM[72] accepted 1
16689:   80:add     |  76:lw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[72] accepted 1
16690:   84:-       |  80:add     |  76:lw      |   0:-       |   0:-       BUS_LOAD  MEM[80] accepted 1
16691:   84:-       |  80:add     |   0:-       |  76:lw      |   0:-       BUS_LOAD  MEM[3880] accepted 1
16692:   84:lw      |  84:-       |  80:add     |   0:-       |  76:lw      r2=8  BUS_LOAD  MEM[80] accepted 1
16693:   88:addi    |  84:lw      |  84:-       |  80:add     |   0:-       BUS_LOAD  MEM[80] accepted 1
16694:   92:jalr    |  88:addi    |  84:lw      |  84:-       |  80:add     r1=13  BUS_LOAD  MEM[88] accepted 1
16695:   96:-       |  92:jalr    |  88:addi    |  84:lw      |  84:-       BUS_LOAD  MEM[3896] accepted 1
16696:   96:addi    |  96:-       |  92:jalr    |  88:addi    |  84:lw      r27=72  BUS_LOAD  MEM[88] accepted 1
16697:  100:jalr    |  96:addi    |  96:-       |  92:jalr    |  88:addi    r31=3904  BUS_LOAD  MEM[96] accepted 1
16698:   76:lw      |   0:-       |   0:-       |   0:-       |  92:jalr    BUS_LOAD  MEM[72] accepted 1
16699:   80:add     |  76:lw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[72] accepted 1
16700:   84:-       |  80:add     |  76:lw      |   0:-       |   0:-       BUS_LOAD  MEM[80] accepted 1
16701:   84:-       |  80:add     |   0:-       |  76:lw      |   0:-       BUS_LOAD  MEM[3912] accepted 1
16702:   84:lw      |  84:-       |  80:add     |   0:-       |  76:lw      r2=21  BUS_LOAD  MEM[80] accepted 1
16703:   88:addi    |  84:lw      |  84:-       |  80:add     |   0:-       BUS_LOAD  MEM[80] accepted 1
16704:   92:jalr    |  88:addi    |  84:lw      |  84:-       |  80:add     r1=34  BUS_LOAD  MEM[88] accepted 1
16705:   96:-       |  92:jalr    |  88:addi    |  84:lw      |  84:-       BUS_LOAD  MEM[3928] accepted 1
16706:   96:addi    |  96:-       |  92:jalr    |  88:addi    |  84:lw      r27=56  BUS_LOAD  MEM[88] accepted 1
16707:  100:jalr    |  96:addi    |  96:-       |  92:jalr    |  88:addi    r31=3936  BUS_LOAD  MEM[96] accepted 1
16708:   60:sw      |   0:-       |   0:-       |   0:-       |  92:jalr    BUS_LOAD  MEM[56] accepted 1
16709:   64:lw      |  60:sw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[56] accepted 1
16710:   68:addi    |  64:lw      |  60:sw      |   0:-       |   0:-       BUS_LOAD  MEM[64] accepted 1
16711:   72:-       |  68:addi    |  64:lw      |  60:sw      |   0:-       BUS_STORE MEM[3944] = 34 accepted 1
16712:   72:-       |  68:addi    |   0:-       |  64:lw      |  60:sw      BUS_LOAD  MEM[3936] accepted 1
16713:   72:jal     |  72:-       |  68:addi    |   0:-       |  64:lw      r17=9  BUS_LOAD  MEM[64] accepted 1
16714:   76:lw      |  72:jal     |  72:-       |  68:addi    |   0:-       BUS_LOAD  MEM[72] accepted 1
16715:   80:add     |  76:lw      |  72:jal     |  72:-       |  68:addi    r17=7  BUS_LOAD  MEM[72] accepted 1
16716:   84:-       |  80:add     |  76:lw      |  72:jal     |  72:-       BUS_LOAD  MEM[80] accepted 1
16717:   32:beq     |   0:-       |   0:-       |   0:-       |  72:jal     r27=72  BUS_LOAD  MEM[24] accepted 1
16718:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16719:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16720:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16721:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
16722:   52:addi    |  48:sw      |  44:sw      |  40:addi    |  36:beq     BUS_LOAD  MEM[48] accepted 1
16723:   56:-       |  52:addi    |  48:sw      |  44:sw      |  40:addi    r31=3904  BUS_STORE MEM[3928] = 72 accepted 1
16724:   56:-       |  56:-       |  52:addi    |  48:sw      |  44:sw      BUS_STORE MEM[3904] = 7 accepted 1
16725:   56:jal     |  56:-       |  56:-       |  52:addi    |  48:sw      BUS_LOAD  MEM[48] accepted 1
16726:   60:sw      |  56:jal     |  56:-       |  56:-       |  52:addi    r17=6  BUS_LOAD  MEM[56] accepted 1
16727:   64:lw      |  60:sw      |  56:jal     |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
16728:   68:addi    |  64:lw      |  60:sw      |  56:jal     |  56:-       BUS_LOAD  MEM[64] accepted 1
16729:   32:beq     |   0:-       |   0:-       |   0:-       |  56:jal     r27=56  BUS_LOAD  MEM[24] accepted 1
16730:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16731:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16732:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16733:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
16734:   52:addi    |  48:sw      |  44:sw      |  40:addi    |  36:beq     BUS_LOAD  MEM[48] accepted 1
16735:   56:-       |  52:addi    |  48:sw      |  44:sw      |  40:addi    r31=3872  BUS_STORE MEM[3896] = 56 accepted 1
16736:   56:-       |  56:-       |  52:addi    |  48:sw      |  44:sw      BUS_STORE MEM[3872] = 6 accepted 1
16737:   56:jal     |  56:-       |  56:-       |  52:addi    |  48:sw      BUS_LOAD  MEM[48] accepted 1
16738:   60:sw      |  56:jal     |  56:-       |  56:-       |  52:addi    r17=5  BUS_LOAD  MEM[56] accepted 1
16739:   64:lw      |  60:sw      |  56:jal     |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
16740:   68:addi    |  64:lw      |  60:sw      |  56:jal     |  56:-       BUS_LOAD  MEM[64] accepted 1
16741:   32:beq     |   0:-       |   0:-       |   0:-       |  56:jal     r27=56  BUS_LOAD  MEM[24] accepted 1
16742:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16743:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16744:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16745:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
16746:   52:addi    |  48:sw      |  44:sw      |  40:addi    |  36:beq     BUS_LOAD  MEM[48] accepted 1
16747:   56:-       |  52:addi    |  48:sw      |  44:sw      |  40:addi    r31=3840  BUS_STORE MEM[3864] = 56 accepted 1
16748:   56:-       |  56:-       |  52:addi    |  48:sw      |  44:sw      BUS_STORE MEM[3840] = 5 accepted 1
16749:   56:jal     |  56:-       |  56:-       |  52:addi    |  48:sw      BUS_LOAD  MEM[48] accepted 1
16750:   60:sw      |  56:jal     |  56:-       |  56:-       |  52:addi    r17=4  BUS_LOAD  MEM[56] accepted 1
16751:   64:lw      |  60:sw      |  56:jal     |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
16752:   68:addi    |  64:lw      |  60:sw      |  56:jal     |  56:-       BUS_LOAD  MEM[64] accepted 1
16753:   32:beq     |   0:-       |   0:-       |   0:-       |  56:jal     r27=56  BUS_LOAD  MEM[24] accepted 1
16754:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16755:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16756:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16757:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
16758:   52:addi    |  48:sw      |  44:sw      |  40:addi    |  36:beq     BUS_LOAD  MEM[48] accepted 1
16759:   56:-       |  52:addi    |  48:sw      |  44:sw      |  40:addi    r31=3808  BUS_STORE MEM[3832] = 56 accepted 1
16760:   56:-       |  56:-       |  52:addi    |  48:sw      |  44:sw      BUS_STORE MEM[3808] = 4 accepted 1
16761:   56:jal     |  56:-       |  56:-       |  52:addi    |  48:sw      BUS_LOAD  MEM[48] accepted 1
16762:   60:sw      |  56:jal     |  56:-       |  56:-       |  52:addi    r17=3  BUS_LOAD  MEM[56] accepted 1
16763:   64:lw      |  60:sw      |  56:jal     |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
16764:   68:addi    |  64:lw      |  60:sw      |  56:jal     |  56:-       BUS_LOAD  MEM[64] accepted 1
16765:   32:beq     |   0:-       |   0:-       |   0:-       |  56:jal     r27=56  BUS_LOAD  MEM[24] accepted 1
16766:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16767:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16768:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16769:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
16770:   52:addi    |  48:sw      |  44:sw      |  40:addi    |  36:beq     BUS_LOAD  MEM[48] accepted 1
16771:   56:-       |  52:addi    |  48:sw      |  44:sw      |  40:addi    r31=3776  BUS_STORE MEM[3800] = 56 accepted 1
16772:   56:-       |  56:-       |  52:addi    |  48:sw      |  44:sw      BUS_STORE MEM[3776] = 3 accepted 1
16773:   56:jal     |  56:-       |  56:-       |  52:addi    |  48:sw      BUS_LOAD  MEM[48] accepted 1
16774:   60:sw      |  56:jal     |  56:-       |  56:-       |  52:addi    r17=2  BUS_LOAD  MEM[56] accepted 1
16775:   64:lw      |  60:sw      |  56:jal     |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
16776:   68:addi    |  64:lw      |  60:sw      |  56:jal     |  56:-       BUS_LOAD  MEM[64] accepted 1
16777:   32:beq     |   0:-       |   0:-       |   0:-       |  56:jal     r27=56  BUS_LOAD  MEM[24] accepted 1
16778:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16779:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16780:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16781:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
16782:   52:addi    |  48:sw      |  44:sw      |  40:addi    |  36:beq     BUS_LOAD  MEM[48] accepted 1
16783:   56:-       |  52:addi    |  48:sw      |  44:sw      |  40:addi    r31=3744  BUS_STORE MEM[3768] = 56 accepted 1
16784:   56:-       |  56:-       |  52:addi    |  48:sw      |  44:sw      BUS_STORE MEM[3744] = 2 accepted 1
16785:   56:jal     |  56:-       |  56:-       |  52:addi    |  48:sw      BUS_LOAD  MEM[48] accepted 1
16786:   60:sw      |  56:jal     |  56:-       |  56:-       |  52:addi    r17=1  BUS_LOAD  MEM[56] accepted 1
16787:   64:lw      |  60:sw      |  56:jal     |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
16788:   68:addi    |  64:lw      |  60:sw      |  56:jal     |  56:-       BUS_LOAD  MEM[64] accepted 1
16789:   32:beq     |   0:-       |   0:-       |   0:-       |  56:jal     r27=56  BUS_LOAD  MEM[24] accepted 1
16790:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16791:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16792:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16793:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
16794:   96:addi    |   0:-       |   0:-       |   0:-       |  36:beq     BUS_LOAD  MEM[88] accepted 1
16795:  100:jalr    |  96:addi    |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
16796:  104:invalid | 100:jalr    |  96:addi    |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
16797:  108:invalid | 104:invalid | 100:jalr    |  96:addi    |   0:-       BUS_LOAD  MEM[104] accepted 1
16798:  112:invalid | 108:invalid | 104:-       | 100:jalr    |  96:addi    r1=1  BUS_LOAD  MEM[104] accepted 1
16799:   60:sw      |   0:-       |   0:-       |   0:-       | 100:jalr    BUS_LOAD  MEM[56] accepted 1
16800:   64:lw      |  60:sw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[56] accepted 1
16801:   68:addi    |  64:lw      |  60:sw      |   0:-       |   0:-       BUS_LOAD  MEM[64] accepted 1
16802:   72:-       |  68:addi    |  64:lw      |  60:sw      |   0:-       BUS_STORE MEM[3752] = 1 accepted 1
16803:   72:-       |  68:addi    |   0:-       |  64:lw      |  60:sw      BUS_LOAD  MEM[3744] accepted 1
16804:   72:jal     |  72:-       |  68:addi    |   0:-       |  64:lw      r17=2  BUS_LOAD  MEM[64] accepted 1
16805:   76:lw      |  72:jal     |  72:-       |  68:addi    |   0:-       BUS_LOAD  MEM[72] accepted 1
16806:   80:add     |  76:lw      |  72:jal     |  72:-       |  68:addi    r17=0  BUS_LOAD  MEM[72] accepted 1
16807:   84:-       |  80:add     |  76:lw      |  72:jal     |  72:-       BUS_LOAD  MEM[80] accepted 1
16808:   32:beq     |   0:-       |   0:-       |   0:-       |  72:jal     r27=72  BUS_LOAD  MEM[24] accepted 1
16809:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16810:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16811:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16812:   96:addi    |   0:-       |   0:-       |   0:-       |  32:beq     BUS_LOAD  MEM[88] accepted 1
16813:  100:jalr    |  96:addi    |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
16814:  104:invalid | 100:jalr    |  96:addi    |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
16815:  108:invalid | 104:invalid | 100:jalr    |  96:addi    |   0:-       BUS_LOAD  MEM[104] accepted 1
16816:  112:invalid | 108:invalid | 104:-       | 100:jalr    |  96:addi    r1=1  BUS_LOAD  MEM[104] accepted 1
16817:   76:lw      |   0:-       |   0:-       |   0:-       | 100:jalr    BUS_LOAD  MEM[72] accepted 1
16818:   80:add     |  76:lw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[72] accepted 1
16819:   84:-       |  80:add     |  76:lw      |   0:-       |   0:-       BUS_LOAD  MEM[80] accepted 1
16820:   84:-       |  80:add     |   0:-       |  76:lw      |   0:-       BUS_LOAD  MEM[3752] accepted 1
16821:   84:lw      |  84:-       |  80:add     |   0:-       |  76:lw      r2=1  BUS_LOAD  MEM[80] accepted 1
16822:   88:addi    |  84:lw      |  84:-       |  80:add     |   0:-       BUS_LOAD  MEM[80] accepted 1
16823:   92:jalr    |  88:addi    |  84:lw      |  84:-       |  80:add     r1=2  BUS_LOAD  MEM[88] accepted 1
16824:   96:-       |  92:jalr    |  88:addi    |  84:lw      |  84:-       BUS_LOAD  MEM[3768] accepted 1
16825:   96:addi    |  96:-       |  92:jalr    |  88:addi    |  84:lw      r27=56  BUS_LOAD  MEM[88] accepted 1
16826:  100:jalr    |  96:addi    |  96:-       |  92:jalr    |  88:addi    r31=3776  BUS_LOAD  MEM[96] accepted 1
16827:   60:sw      |   0:-       |   0:-       |   0:-       |  92:jalr    BUS_LOAD  MEM[56] accepted 1
16828:   64:lw      |  60:sw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[56] accepted 1
16829:   68:addi    |  64:lw      |  60:sw      |   0:-       |   0:-       BUS_LOAD  MEM[64] accepted 1
16830:   72:-       |  68:addi    |  64:lw      |  60:sw      |   0:-       BUS_STORE MEM[3784] = 2 accepted 1
16831:   72:-       |  68:addi    |   0:-       |  64:lw      |  60:sw      BUS_LOAD  MEM[3776] accepted 1
16832:   72:jal     |  72:-       |  68:addi    |   0:-       |  64:lw      r17=3  BUS_LOAD  MEM[64] accepted 1
16833:   76:lw      |  72:jal     |  72:-       |  68:addi    |   0:-       BUS_LOAD  MEM[72] accepted 1
16834:   80:add     |  76:lw      |  72:jal     |  72:-       |  68:addi    r17=1  BUS_LOAD  MEM[72] accepted 1
16835:   84:-       |  80:add     |  76:lw      |  72:jal     |  72:-       BUS_LOAD  MEM[80] accepted 1
16836:   32:beq     |   0:-       |   0:-       |   0:-       |  72:jal     r27=72  BUS_LOAD  MEM[24] accepted 1
16837:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16838:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16839:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16840:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
16841:   96:addi    |   0:-       |   0:-       |   0:-       |  36:beq     BUS_LOAD  MEM[88] accepted 1
16842:  100:jalr    |  96:addi    |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
16843:  104:invalid | 100:jalr    |  96:addi    |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
16844:  108:invalid | 104:invalid | 100:jalr    |  96:addi    |   0:-       BUS_LOAD  MEM[104] accepted 1
16845:  112:invalid | 108:invalid | 104:-       | 100:jalr    |  96:addi    r1=1  BUS_LOAD  MEM[104] accepted 1
16846:   76:lw      |   0:-       |   0:-       |   0:-       | 100:jalr    BUS_LOAD  MEM[72] accepted 1
16847:   80:add     |  76:lw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[72] accepted 1
16848:   84:-       |  80:add     |  76:lw      |   0:-       |   0:-       BUS_LOAD  MEM[80] accepted 1
16849:   84:-       |  80:add     |   0:-       |  76:lw      |   0:-       BUS_LOAD  MEM[3784] accepted 1
16850:   84:lw      |  84:-       |  80:add     |   0:-       |  76:lw      r2=2  BUS_LOAD  MEM[80] accepted 1
16851:   88:addi    |  84:lw      |  84:-       |  80:add     |   0:-       BUS_LOAD  MEM[80] accepted 1
16852:   92:jalr    |  88:addi    |  84:lw      |  84:-       |  80:add     r1=3  BUS_LOAD  MEM[88] accepted 1
16853:   96:-       |  92:jalr    |  88:addi    |  84:lw      |  84:-       BUS_LOAD  MEM[3800] accepted 1
16854:   96:addi    |  96:-       |  92:jalr    |  88:addi    |  84:lw      r27=56  BUS_LOAD  MEM[88] accepted 1
16855:  100:jalr    |  96:addi    |  96:-       |  92:jalr    |  88:addi    r31=3808  BUS_LOAD  MEM[96] accepted 1
16856:   60:sw      |   0:-       |   0:-       |   0:-       |  92:jalr    BUS_LOAD  MEM[56] accepted 1
16857:   64:lw      |  60:sw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[56] accepted 1
16858:   68:addi    |  64:lw      |  60:sw      |   0:-       |   0:-       BUS_LOAD  MEM[64] accepted 1
16859:   72:-       |  68:addi    |  64:lw      |  60:sw      |   0:-       BUS_STORE MEM[3816] = 3 accepted 1
16860:   72:-       |  68:addi    |   0:-       |  64:lw      |  60:sw      BUS_LOAD  MEM[3808] accepted 1
16861:   72:jal     |  72:-       |  68:addi    |   0:-       |  64:lw      r17=4  BUS_LOAD  MEM[64] accepted 1
16862:   76:lw      |  72:jal     |  72:-       |  68:addi    |   0:-       BUS_LOAD  MEM[72] accepted 1
16863:   80:add     |  76:lw      |  72:jal     |  72:-       |  68:addi    r17=2  BUS_LOAD  MEM[72] accepted 1
16864:   84:-       |  80:add     |  76:lw      |  72:jal     |  72:-       BUS_LOAD  MEM[80] accepted 1
16865:   32:beq     |   0:-       |   0:-       |   0:-       |  72:jal     r27=72  BUS_LOAD  MEM[24] accepted 1
16866:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16867:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16868:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16869:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
16870:   52:addi    |  48:sw      |  44:sw      |  40:addi    |  36:beq     BUS_LOAD  MEM[48] accepted 1
16871:   56:-       |  52:addi    |  48:sw      |  44:sw      |  40:addi    r31=3776  BUS_STORE MEM[3800] = 72 accepted 1
16872:   56:-       |  56:-       |  52:addi    |  48:sw      |  44:sw      BUS_STORE MEM[3776] = 2 accepted 1
16873:   56:jal     |  56:-       |  56:-       |  52:addi    |  48:sw      BUS_LOAD  MEM[48] accepted 1
16874:   60:sw      |  56:jal     |  56:-       |  56:-       |  52:addi    r17=1  BUS_LOAD  MEM[56] accepted 1
16875:   64:lw      |  60:sw      |  56:jal     |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
16876:   68:addi    |  64:lw      |  60:sw      |  56:jal     |  56:-       BUS_LOAD  MEM[64] accepted 1
16877:   32:beq     |   0:-       |   0:-       |   0:-       |  56:jal     r27=56  BUS_LOAD  MEM[24] accepted 1
16878:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16879:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16880:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16881:   48:sw      |  44:sw      |  40:addi    |  36:beq     |  32:beq     BUS_LOAD  MEM[40] accepted 1
16882:   96:addi    |   0:-       |   0:-       |   0:-       |  36:beq     BUS_LOAD  MEM[88] accepted 1
16883:  100:jalr    |  96:addi    |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
16884:  104:invalid | 100:jalr    |  96:addi    |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
16885:  108:invalid | 104:invalid | 100:jalr    |  96:addi    |   0:-       BUS_LOAD  MEM[104] accepted 1
16886:  112:invalid | 108:invalid | 104:-       | 100:jalr    |  96:addi    r1=1  BUS_LOAD  MEM[104] accepted 1
16887:   60:sw      |   0:-       |   0:-       |   0:-       | 100:jalr    BUS_LOAD  MEM[56] accepted 1
16888:   64:lw      |  60:sw      |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[56] accepted 1
16889:   68:addi    |  64:lw      |  60:sw      |   0:-       |   0:-       BUS_LOAD  MEM[64] accepted 1
16890:   72:-       |  68:addi    |  64:lw      |  60:sw      |   0:-       BUS_STORE MEM[3784] = 1 accepted 1
16891:   72:-       |  68:addi    |   0:-       |  64:lw      |  60:sw      BUS_LOAD  MEM[3776] accepted 1
16892:   72:jal     |  72:-       |  68:addi    |   0:-       |  64:lw      r17=2  BUS_LOAD  MEM[64] accepted 1
16893:   76:lw      |  72:jal     |  72:-       |  68:addi    |   0:-       BUS_LOAD  MEM[72] accepted 1
16894:   80:add     |  76:lw      |  72:jal     |  72:-       |  68:addi    r17=0  BUS_LOAD  MEM[72] accepted 1
16895:   84:-       |  80:add     |  76:lw      |  72:jal     |  72:-       BUS_LOAD  MEM[80] accepted 1
16896:   32:beq     |   0:-       |   0:-       |   0:-       |  72:jal     r27=72  BUS_LOAD  MEM[24] accepted 1
16897:   36:beq     |  32:beq     |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16898:   40:addi    |  36:beq     |  32:beq     |   0:-       |   0:-       BUS_LOAD  MEM[32] accepted 1
16899:   44:sw      |  40:addi    |  36:beq     |  32:beq     |   0:-       BUS_LOAD  MEM[40] accepted 1
16900:   96:addi    |   0:-       |   0:-       |   0:-       |  32:beq     BUS_LOAD  MEM[88] accepted 1
16901:  100:jalr    |  96:addi    |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[96] accepted 1
